,title,ROI,profit,prod_budget,dom_gross,world_gross,genres,director,writer,runtime_min,release_date
1800,green room,-23.84994,-1192497,5000000,3220371,3807503,"['None', 'Crime', 'Horror', 'Thriller']",[nan],[nan],,2016-04-15
1801,green street hooligans underground,-100.0,-8000000,8000000,0,0,['None'],[nan],[nan],,2015-02-24
1802,green zone,-2.47698,-2476980,100000000,35497337,97523020,"['None', 'Action', 'Thriller', 'Drama']",['Paul Greengrass'],"['Rajiv Chandrasekaran', 'Brian Helgeland']",115.0,2010-03-12
1803,gremlins,1247.2683181818181,137199515,11000000,148168459,148199515,['None'],[nan],[nan],,1984-06-08
1804,gremlins 2 the new batch,-17.047805999999998,-8523903,50000000,41476097,41476097,['None'],[nan],[nan],,1990-06-15
1805,gridiron gang,38.19278,11457834,30000000,38432823,41457834,['None'],[nan],[nan],,2006-09-15
1806,griff the invisible,-99.10568965517241,-2874065,2900000,20778,25935,"['Comedy', 'None', 'Romance', 'Drama']",[nan],[nan],,2011-08-19
1807,griffin phoenix,171.1934,855967,500000,0,1355967,['None'],[nan],[nan],,2006-12-31
1808,grindhouse,-5.306058490566038,-2812211,53000000,25031037,50187789,['None'],[nan],[nan],,2007-04-06
1809,grip a criminal s story,-88.86666666666667,-10664,12000,1336,1336,['None'],[nan],[nan],,2006-04-28
1810,groove,133.5048,667524,500000,1115313,1167524,['None'],[nan],[nan],,2000-06-09
1811,grosse pointe blank,107.13607999999999,16070412,15000000,28084357,31070412,['None'],[nan],[nan],,1997-04-11
1812,groundhog day,385.664198630137,56306973,14600000,70906973,70906973,['None'],[nan],[nan],,1993-02-12
1813,growing up smith,-98.2344,-1964688,2000000,35312,35312,"['Comedy', 'Family', 'None', 'Drama']",[nan],[nan],,2017-02-03
1814,grown ups,262.9645733333333,197223430,75000000,162001186,272223430,"['None', 'Comedy']",['Dennis Dugan'],"['Fred Wolf', 'Adam Sandler']",102.0,2010-06-25
1815,grown ups 2,208.77976,167023808,80000000,133668525,247023808,['Comedy'],['Dennis Dugan'],"['Tim Herlihy', 'Fred Wolf', 'Adam Sandler']",101.0,2013-07-12
1816,grudge match,74.51815,29807260,40000000,29807260,69807260,"['Comedy', 'Sport', 'Drama']",['Peter Segal'],"['Rodney Rothman', 'Tim Kelleher']",113.0,2013-12-25
1817,guardians of the galaxy,353.45148,600867516,170000000,333172112,770867516,"['Comedy', 'Action', 'Adventure', 'Science Fiction']",['James Gunn'],"['Val Mayerik', 'Bill Mantlo', 'James Gunn', 'Dan Abnett', 'Andy Lanning', 'Keith Giffen', 'Nicole Perlman', 'Jim Starlin', 'Steve Gan', 'Steve Gerber', 'Steve Englehart']",121.0,2014-08-01
1818,guardians of the galaxy vol 2,331.1581165,662316233,200000000,389813101,862316233,"['Comedy', 'Action', 'Adventure', 'Science Fiction']",['James Gunn'],"['Val Mayerik', 'Bill Mantlo', 'James Gunn', 'Dan Abnett', 'Jack Kirby', 'Andy Lanning', 'Keith Giffen', 'Jim Starlin', 'Steve Gan', 'Steve Gerber', 'Larry Lieber', 'Stan Lee', 'Steve Englehart']",136.0,2017-05-05
1819,guess who,191.75968,67115888,35000000,68915888,102115888,['None'],[nan],[nan],,2005-03-25
1820,guiana 1838,-77.2759,-772759,1000000,227241,227241,['None'],[nan],[nan],,2004-09-24
1821,gulliver s travels,107.15879285714284,120017848,112000000,42779261,232017848,"['Comedy', 'Adventure', 'Family', 'Fantasy']",['Rob Letterman'],"['Jonathan Swift', 'Joe Stillman', 'Nicholas Stoller']",85.0,2010-12-25
1822,gun shy,-83.61798,-8361798,10000000,1638202,1638202,['None'],[nan],[nan],,2000-02-04
1823,gunless,-95.37319191919192,-9441946,9900000,458054,458054,"['None', 'Action', 'Drama', 'Comedy']",['William Phillips'],['William Phillips'],89.0,2010-04-30
1824,guten tag ramon,21.3589,854356,4000000,154356,4854356,['None'],[nan],[nan],,2015-01-30
1825,gwoemul,671.8176416666668,80618117,12000000,2201923,92618117,['None'],[nan],[nan],,2007-03-09
1826,h,-100.0,-200000,200000,0,0,"['None', 'Thriller', 'Sci-Fi', 'Drama']","['Rania Attieh', 'Daniel Garcia']","['Rania Attieh', 'Daniel Garcia']",93.0,2014-12-31
1827,haakon haakonsen,76.75567058823529,6524232,8500000,15024232,15024232,['None'],[nan],[nan],,1991-03-01
1828,hachiko a dog s story,198.17135625,31707417,16000000,0,47707417,['None'],[nan],[nan],,2010-03-09
1829,hacksaw ridge,322.261705,128904682,40000000,67209615,168904682,"['Drama', 'War', 'History', 'Biography']",['Mel Gibson'],"['Andrew Knight', 'Robert Schenkkan']",139.0,2016-11-04
1830,haeundae,304.58369375,48733391,16000000,0,64733391,['None'],[nan],[nan],,2010-05-11
1831,haevnen,188.49661818181818,10367314,5500000,1008098,15867314,['None'],[nan],[nan],,2011-04-01
1832,hail caesar,191.63945454545456,42160680,22000000,30080225,64160680,"['Comedy', 'Music', 'Drama', 'Mystery']","['Joel Coen', 'Ethan Coen']","['Joel Coen', 'Ethan Coen']",106.0,2016-02-05
1833,hairspray,170.714096,128035572,75000000,118871849,203035572,['None'],[nan],[nan],,2007-07-20
1834,half baked,117.4360125,9394881,8000000,17394881,17394881,['None'],[nan],[nan],,1998-01-16
1835,half nelson,601.675,4211725,700000,2697938,4911725,['None'],[nan],[nan],,2006-08-11
1836,half past dead,-23.06688,-5766720,25000000,15567860,19233280,['None'],[nan],[nan],,2002-11-15
1837,hall pass,28.19628676470588,19173475,68000000,45060734,87173475,"['Comedy', 'Romance']","['Peter Farrelly', 'Bobby Farrelly']","['Peter Farrelly', 'Pete Jones', 'Kevin Barnett', 'Bobby Farrelly']",105.0,2011-02-25
1838,halloween,416.7626733333333,62514401,15000000,58269151,77514401,"['None', 'Thriller', 'Horror']","[nan, 'David Gordon Green']","[nan, 'Debra Hill', 'Danny McBride', 'John Carpenter', 'David Gordon Green', 'Jeff Fradley']",106.0,2007-08-31
1839,halloween 2,156.75233333333333,23512850,15000000,33392973,38512850,['None'],[nan],[nan],,2009-08-28
1840,halloween 3 season of the witch,476.0,11900000,2500000,14400000,14400000,['None'],[nan],[nan],,1982-10-22
1841,halloween 4 the return of michael myers,255.37514,12768757,5000000,17768757,17768757,['None'],[nan],[nan],,1988-10-01
1842,halloween 5 the revenge of michael myers,94.03756666666668,5642254,6000000,11642254,11642254,['None'],[nan],[nan],,1989-10-13
1843,halloween h2o,223.7749294117647,38041738,17000000,55041738,55041738,['None'],[nan],[nan],,1998-08-05
1844,halloween ii,921.35272,23033818,2500000,25533818,25533818,['None'],[nan],[nan],,1981-10-30
1845,halloween resurrection,151.06434666666667,22659652,15000000,30259652,37659652,['None'],[nan],[nan],,2002-07-12
1846,halloween the curse of michael myers,202.53896,10126948,5000000,15126948,15126948,['None'],[nan],[nan],,1995-09-29
1847,hamlet,-60.39072222222222,-10870330,18000000,4501094,7129670,['None'],[nan],[nan],,1996-12-25
1848,hamlet 2,-45.17662222222222,-4065896,9000000,4886216,4934104,['None'],[nan],[nan],,2008-08-22
1849,hancock,316.15618133333334,474234272,150000000,227946274,624234272,['None'],[nan],[nan],,2008-07-01
1850,hands of stone,-74.840125,-14968025,20000000,4712792,5031975,"['Drama', 'Action', 'Biography']",['Jonathan Jakubowicz'],['Jonathan Jakubowicz'],111.0,2016-08-26
1851,hang em high,277.77777777777777,5000000,1800000,6800000,6800000,['None'],[nan],[nan],,1968-08-03
1852,hanging up,29.6693075,11867723,40000000,36037909,51867723,['None'],[nan],[nan],,2000-02-18
1853,hanna,117.81231333333334,35343694,30000000,40259119,65343694,"['Drama', 'Action', 'Adventure', 'Thriller']",['Joe Wright'],"['Seth Lochhead', 'David Farr']",111.0,2011-04-08
1854,hannah montana miley cyrus best of both worlds concert tour,987.8784461538462,64212099,6500000,65281781,70712099,['None'],[nan],[nan],,2008-02-01
1855,hannah montana the movie,463.91068666666666,139173206,30000000,79576189,169173206,['None'],[nan],[nan],,2009-04-10
1856,hannibal,302.4141149425287,263100280,87000000,165092266,350100280,['None'],[nan],[nan],,2001-02-09
1857,hannibal rising,61.166622000000004,30583311,50000000,27669725,80583311,['None'],[nan],[nan],,2007-02-09
1858,hannibal the conqueror,-100.0,-50000000,50000000,0,0,['None'],[nan],[nan],,2020-12-31
1859,hansel gretel get baked,-100.0,-4500000,4500000,0,0,"['None', 'Horror', 'Comedy']",['Duane Journey'],['David Tillman'],86.0,2013-06-25
1860,hansel gretel witch hunters,329.899432,164949716,50000000,55703475,214949716,"['Action', 'Horror', 'Fantasy']",['Tommy Wirkola'],"['Jacob Grimm', 'Wilhelm Grimm', 'Tommy Wirkola']",88.0,2013-01-25
1861,happily n ever after,-19.311025531914893,-9076182,47000000,15849032,37923818,['None'],[nan],[nan],,2007-01-05
1862,happiness,91.54843333333334,2746453,3000000,2746453,5746453,['None'],[nan],[nan],,1998-10-16
1863,happy 40th,-100.0,-35000,35000,0,0,['None'],[nan],[nan],,2014-12-31
1864,happy christmas,-56.69714285714286,-39688,70000,30312,30312,"['None', 'Drama', 'Comedy']",['Joe Swanberg'],['Joe Swanberg'],82.0,2014-07-25
1865,happy death day,2400.2052,120010260,5000000,55683845,125010260,"['Horror', 'Thriller', 'Mystery']",['Christopher Landon'],['Scott Lobdell'],96.0,2017-10-13
1866,happy death day 2u,613.1055,55179495,9000000,28051045,64179495,"['None', 'Horror', 'Mystery', 'Drama']",['Christopher Landon'],"['Christopher Landon', 'Scott Lobdell']",100.0,2019-02-13
1867,happy feet,352.9415494117647,300000317,85000000,198000317,385000317,['None'],[nan],[nan],,2006-11-17
1868,happy feet two,17.00478962962963,22956466,135000000,64006466,157956466,"['None', 'Animation', 'Adventure', 'Comedy']","['Gary Eck', 'David Peers', 'George Miller']","['Paul Livingston', 'George Miller', 'Warren Coleman', 'Gary Eck', 'Judy Morris', 'John Collee']",100.0,2011-11-18
1869,happy gilmore,310.04412,31004412,10000000,38623460,41004412,['None'],[nan],[nan],,1996-02-16
1870,happy texas,70.07223529411765,1191228,1700000,2039192,2891228,['None'],[nan],[nan],,1999-10-01
1871,happy valley,-72.934,-182335,250000,67665,67665,['None'],[nan],[nan],,2008-03-28
1872,hard candy,770.2174736842105,7317066,950000,1024640,8267066,['None'],[nan],[nan],,2006-04-14
1873,hard rain,-71.61347571428571,-50129433,70000000,19870567,19870567,['None'],[nan],[nan],,1998-01-16
1874,hardball,108.2312380952381,22728560,21000000,40222729,43728560,['None'],[nan],[nan],,2001-09-14
1875,hardcore henry,759.3717,15187434,2000000,9252038,17187434,['None'],[nan],[nan],,2016-04-08
1876,hardflip,-90.3266,-903266,1000000,96734,96734,"['Drama', 'Action']",['Johnny Remo'],"['Johnny Remo', 'Daniel Backman']",112.0,2012-06-01
1877,harlem nights,219.5242066666667,65857262,30000000,60857262,95857262,['None'],[nan],[nan],,1989-11-17
1878,harley davidson and the marlboro man,-69.48467391304348,-15981475,23000000,7018525,7018525,['None'],[nan],[nan],,1991-08-23
1879,harold kumar escape from guantanamo bay,261.275975,31353117,12000000,38108728,43353117,['None'],[nan],[nan],,2008-04-25
1880,harold kumar go to white castle,102.50183333333334,9225165,9000000,18225165,18225165,['None'],[nan],[nan],,2004-07-30
1881,harper,242.85714285714283,8500000,3500000,12000000,12000000,['None'],[nan],[nan],,1966-02-23
1882,harriet the spy,104.38498461538461,13570048,13000000,26570048,26570048,['None'],[nan],[nan],,1996-07-10
1883,harrison montgomery,-100.0,-850000,850000,0,0,['None'],[nan],[nan],,2008-12-31
1884,harry brown,64.70693150684932,4723606,7300000,1818681,12023606,"['None', 'Action', 'Thriller', 'Crime', 'Drama']",[nan],[nan],,2010-04-30
1885,harry potter and the chamber of secrets,779.225135,779225135,100000000,262233381,879225135,['None'],[nan],[nan],,2002-11-15
1886,harry potter and the deathly hallows part i,668.3452543999999,835431568,125000000,296131568,960431568,['None'],[nan],[nan],,2010-11-19
1887,harry potter and the deathly hallows part ii,973.3545256,1216693157,125000000,381193157,1341693157,['None'],[nan],[nan],,2011-07-15
1888,harry potter and the goblet of fire,498.0665293333334,747099794,150000000,290201752,897099794,['None'],[nan],[nan],,2005-11-18
1889,harry potter and the half blood prince,274.0855068,685213767,250000000,302089278,935213767,['None'],[nan],[nan],,2009-07-15
1890,harry potter and the order of the phoenix,528.717638,793076457,150000000,292137260,943076457,['None'],[nan],[nan],,2007-07-11
1891,harry potter and the prisoner of azkaban,513.005633076923,666907323,130000000,249757726,796907323,['None'],[nan],[nan],,2004-06-04
1892,harry potter and the sorcererâ s stone,680.0380848,850047606,125000000,317871467,975047606,['None'],[nan],[nan],,2001-11-16
1893,harsh times,211.26520000000002,4225304,2000000,3337931,6225304,['None'],[nan],[nan],,2006-11-10
1894,hart s war,-52.74740714285714,-36923185,70000000,19076815,33076815,['None'],[nan],[nan],,2002-02-15
1895,harvard man,-98.96994545454545,-5443347,5500000,56653,56653,['None'],[nan],[nan],,2002-05-17
1896,hatchet,-83.9736,-1259604,1500000,175281,240396,['None'],[nan],[nan],,2007-09-07
1897,hauru no ugoku shiro,890.8930291666668,213814327,24000000,4710455,237814327,['None'],[nan],[nan],,2005-06-10
1898,hav plenty,254.11953846153844,1651777,650000,2301777,2301777,['None'],[nan],[nan],,1998-06-19
1899,hawaii,130.41481333333334,19562222,15000000,34562222,34562222,['None'],[nan],[nan],,1966-10-10
1900,hayride,-100.0,-60000,60000,0,0,"['None', 'Crime', 'Horror', 'Drama']",['Terron R. Parsons'],['Terron R. Parsons'],93.0,2012-12-31
1901,haywire,58.15086956521739,13374700,23000000,18942396,36374700,['None'],[nan],[nan],,2012-01-20
1902,he got game,-10.352208000000001,-2588052,25000000,21567853,22411948,['None'],[nan],[nan],,1998-05-01
1903,he s just not that into you,352.6341425,141053657,40000000,93953653,181053657,['None'],[nan],[nan],,2009-02-06
1904,head of state,8.760696022727272,3083765,35200000,37788228,38283765,['None'],[nan],[nan],,2003-03-28
1905,head over heels,-25.733107142857143,-3602635,14000000,10397365,10397365,['None'],[nan],[nan],,2001-02-02
1906,heartbeeps,-40.0,-4000000,10000000,6000000,6000000,['None'],[nan],[nan],,1981-12-18
1907,heartbreakers,51.98374999999999,19753825,38000000,40334024,57753825,['None'],[nan],[nan],,2001-03-23
1908,hearts beat loud,21.0481,420962,2000000,2386254,2420962,"['Drama', 'Music', 'Comedy']",['Brett Haley'],"['Brett Haley', 'Marc Basch']",97.0,2018-06-08
1909,hearts in atlantis,-0.3684483870967742,-114219,31000000,24185781,30885781,['None'],[nan],[nan],,2001-09-28
1910,heaven can wait,558.6666666666667,83800000,15000000,98800000,98800000,['None'],[nan],[nan],,1978-06-28
1911,heaven is for real,740.9691583333333,88916299,12000000,91386097,100916299,"['Drama', 'Biography', 'Family']",['Randall Wallace'],"['Randall Wallace', 'Lynn Vincent', 'Todd Burpo', 'Chris Parker']",99.0,2014-04-16
1912,heaven s gate,-92.08062954545456,-40515477,44000000,3484331,3484523,['None'],[nan],[nan],,1980-11-19
1913,heavenly creatures,8.7624,438120,5000000,3046086,5438120,['None'],[nan],[nan],,1994-11-16
1914,heavy metal,110.44183870967741,10271091,9300000,19571091,19571091,['None'],[nan],[nan],,1981-08-07
1915,hedwig and the angry inch,-37.66616666666667,-2259970,6000000,3067312,3740030,['None'],[nan],[nan],,2001-07-20
1916,heist,-17.409094285714286,-6093183,35000000,23483357,28906817,"['None', 'Crime', 'Thriller', 'Action']","[nan, 'K.W. Jones', 'Scott Mann']","[nan, 'Max Adams', 'K.W. Jones', 'Stephen C. Sepher']",93.0,2001-11-09
1917,held up,-41.073875,-3285910,8000000,4714090,4714090,['None'],[nan],[nan],,2000-05-12
1918,heli,-44.7386,-447386,1000000,0,552614,"['None', 'Crime', 'Romance', 'Drama']",['Amat Escalante'],"['Amat Escalante', 'Ayhan Ergürsel', 'Gabriel Reyes', 'Zümrüt Çavusoglu']",105.0,2013-12-31
1919,hell fest,229.44056363636363,12619231,5500000,11107431,18119231,['Horror'],['Gregory Plotkin'],"['Seth M. Sherwood', 'Blair Butler', 'Christopher Sey', 'William Penick', 'Akela Cooper', 'Stephen Susco']",89.0,2018-09-28
1920,hell or high water,213.20253333333335,25584304,12000000,27007844,37584304,"['Action', 'Thriller', 'Western', 'Crime', 'Drama']",['David Mackenzie'],['Taylor Sheridan'],102.0,2016-08-12
1921,hell s angels,-100.0,-4000000,4000000,0,0,['None'],[nan],[nan],,1930-11-15
1922,hellboy,66.37326333333333,39823958,60000000,59623958,99823958,"['None', 'Action', 'Adventure', 'Fantasy']","[nan, 'Neil Marshall']","[nan, 'Mike Mignola', 'Andrew Cosby']",120.0,2004-04-02
1923,hellboy ii the golden army,94.40977333333333,77888063,82500000,75986503,160388063,"['None', 'Adventure', 'Fantasy']",[nan],[nan],,2008-07-11
1924,hello dolly,38.36707916666667,9208099,24000000,33208099,33208099,['None'],[nan],[nan],,1969-12-16
1925,hello my name is doris,1366.2703000000001,13662703,1000000,14444999,14662703,"['Comedy', 'None', 'Drama', 'Romance']",[nan],[nan],,2016-03-11
1926,hellraiser,1357.5148000000002,13575148,1000000,14564000,14575148,['None'],[nan],[nan],,1987-09-18
1927,henry joseph church,-100.0,-8000000,8000000,0,0,['None'],[nan],[nan],,2015-12-31
1928,henry me,-100.0,-5000000,5000000,0,0,"['Animation', 'Family']",['Barrett Esposito'],['David I. Stern'],67.0,2014-08-18
1929,henry v,13.074455555555556,1176701,9000000,10161099,10176701,['None'],[nan],[nan],,1989-11-08
1930,her,109.40789130434783,25163815,23000000,25568251,48163815,['None'],[nan],[nan],,2014-01-10
1931,her cry la llorona investigation,-100.0,-35000,35000,0,0,"['None', 'Horror']",['Damir Catic'],"['Damir Catic', 'Ron Gelner']",89.0,2013-10-25
1932,herbie fully loaded,188.221364,94110682,50000000,66010682,144110682,['None'],[nan],[nan],,2005-06-22
1933,hercules,143.388614,143388614,100000000,72688614,243388614,"['None', 'Action', 'Adventure', 'Fantasy']","[nan, 'Sudeshna Roy', 'Abhijit Guha', 'Brett Ratner']","[nan, 'Ryan J. Condal', 'Steve Moore', 'Padmanabha Dasgupta', 'Evan Spiliotopoulos']",98.0,2014-07-25
1934,here comes the boom,74.37918571428571,31239258,42000000,45290318,73239258,"['Comedy', 'Action', 'Sport']",['Frank Coraci'],"['Allan Loeb', 'Kevin James', 'Rock Reuben']",105.0,2012-10-12
1935,here on earth,-27.69915333333333,-4154873,15000000,10494147,10845127,['None'],[nan],[nan],,2000-03-24
1936,hereafter,117.32054000000001,58660270,50000000,32746941,108660270,"['None', 'Romance', 'Fantasy', 'Drama']",['Clint Eastwood'],['Peter Morgan'],129.0,2010-10-15
1937,hereditary,601.33905,60133905,10000000,44069456,70133905,"['Drama', 'Horror', 'Thriller', 'Mystery']",['Ari Aster'],['Ari Aster'],127.0,2018-06-08
1938,hero,59.01707857142857,24787173,42000000,19487173,66787173,['None'],[nan],[nan],,1992-10-02
1939,heroes,63.8845,255538,400000,655538,655538,['None'],[nan],[nan],,2008-10-24
1940,heroes of dirt,-100.0,-175000,175000,0,0,"['None', 'Action', 'Sport', 'Drama']",['Eric Bugbee'],"['Jill Bugbee', 'Eric Bugbee', 'Kevyn Bashore', 'Bob Massey']",98.0,2015-09-04
1941,hesher,-94.52934285714286,-6617054,7000000,382946,382946,['None'],[nan],[nan],,2011-05-13
1942,hevi reissu,-99.73281578947368,-3789847,3800000,10153,10153,['None'],[nan],[nan],,2018-10-05
